alarm_id,device_id,start_timestamp,end_timestamp
13,9,19,77
5,32,29,115
6,33,35,61
18,32,37,102
14,12,50,89
4,32,71,132
6,12,74,96
12,3,75,98
3,32,76,109
5,12,89,95
19,26,89,115
7,9,91,103
4,12,94,94
4,32,95,147
2,33,96,115
18,30,101,120
16,32,102,127
6,32,106,130
15,32,107,124
16,30,110,128
15,30,112,122
8,32,115,122
6,28,120,136
2,3,120,146
11,30,122,162
3,32,124,132
5,30,125,164
4,30,126,197
6,4,160,197
3,12,184,199
16,28,190,202
14,15,192,221
5,15,201,210
14,6,224,229
7,25,224,225
14,26,287,375
19,27,373,393
17,28,389,393
11,18,393,413
9,8,399,426
9,18,399,444
5,18,406,421
1,23,415,421
6,7,416,422
10,4,417,424
3,8,417,484
5,18,431,441
5,22,441,465
13,19,444,464
9,19,446,511
13,21,477,480
17,5,499,508
0,6,517,528
2,17,592,635
4,4,604,625
3,4,605,607
4,3,612,677
15,17,640,643
16,17,640,643
5,17,641,690
5,12,657,692
8,8,666,675
3,3,667,673
4,12,691,770
0,12,703,750
16,14,710,718
13,8,711,733
6,14,715,775
15,14,718,729
11,14,721,730
13,25,737,740
11,8,738,748
13,2,746,769
1,25,756,771
9,2,761,787
3,2,770,863
18,2,781,813
7,11,792,814
11,0,795,844
9,0,798,812
2,11,802,827
16,14,843,876
6,14,844,855
5,14,845,858
9,10,870,924
14,27,892,965
4,0,907,917
9,26,907,919
9,17,920,929
8,11,922,942
3,17,925,935
6,27,931,940
17,32,937,944
1,11,937,960
5,27,942,1080
15,13,944,1008
6,14,946,956
5,12,966,1022
8,17,971,988
5,7,979,1083
4,27,990,1001
4,27,998,1006
4,12,1001,1028
3,13,1008,1015
4,7,1020,1037
0,7,1025,1042
3,7,1035,1059
4,7,1036,1054
0,7,1042,1046
3,7,1043,1059
4,7,1048,1049
19,6,1051,1063
4,27,1052,1068
0,27,1060,1126
15,24,1067,1084
15,17,1067,1097
2,30,1119,1174
14,10,1129,1129
14,22,1145,1152
2,18,1149,1158
13,3,1187,1212
9,3,1195,1242
13,24,1220,1234
9,24,1228,1229
2,27,1230,1283
3,3,1236,1237
6,14,1238,1264
1,15,1243,1245
18,22,1301,1327
5,31,1314,1322
14,22,1323,1325
18,26,1333,1353
14,26,1337,1389
0,9,1346,1365
16,26,1348,1385
12,22,1370,1401
6,26,1379,1397
5,10,1381,1421
14,19,1389,1404
9,3,1409,1483
0,16,1431,1475
5,3,1454,1460
4,1,1456,1477
14,29,1471,1520
18,26,1482,1619
5,9,1485,1564
4,9,1494,1509
14,26,1498,1500
5,33,1506,1510
16,26,1509,1530
4,9,1511,1512
3,26,1511,1511
11,26,1516,1522
9,26,1519,1530
6,8,1519,1535
19,9,1524,1603
6,9,1526,1539
6,9,1528,1566
5,26,1528,1562
4,26,1532,1610
0,26,1533,1540
10,10,1542,1570
9,10,1548,1574
3,26,1548,1555
14,19,1554,1568
6,9,1555,1573
4,26,1559,1591
9,10,1563,1579
5,10,1563,1577
0,26,1565,1571
14,26,1567,1577
5,10,1568,1597
6,26,1570,1577
17,21,1575,1685
18,1,1583,1653
6,17,1584,1586
3,26,1586,1602
1,9,1589,1757
9,21,1593,1599
11,1,1594,1606
3,26,1597,1627
16,26,1597,1631
1,7,1600,1602
14,20,1600,1633
6,20,1601,1630
5,26,1601,1612
3,20,1602,1646
0,26,1602,1606
11,12,1609,1624
4,2,1614,1668
5,26,1614,1679
6,20,1616,1669
7,1,1618,1664
18,12,1621,1640
4,26,1621,1625
16,1,1621,1638
4,26,1624,1657
10,5,1624,1645
5,1,1625,1636
0,26,1627,1643
11,12,1630,1645
3,2,1635,1650
3,1,1638,1666
14,12,1638,1694
3,2,1654,1661
17,29,1660,1665
0,29,1662,1727
18,24,1677,1683
14,24,1677,1720
6,24,1692,1696
8,5,1695,1753
6,24,1715,1764
3,23,1719,1768
3,19,1741,1746
6,4,1793,1798
19,4,1793,1800
6,15,1805,1824
13,15,1825,1873
19,5,1828,1889
16,23,1834,1844
5,28,1836,1901
3,23,1836,1853
6,23,1842,1848
4,28,1844,1847
6,6,1853,1868
1,26,1875,1898
8,11,1885,1946
18,17,1888,1892
17,18,1943,2044
12,11,1945,1947
11,10,1948,1968
9,10,1956,2011
1,1,1968,1976
9,1,1975,1975
3,10,1984,2031
3,10,1988,1993
7,18,2005,2028
9,18,2020,2080
7,18,2035,2058
19,29,2044,2053
1,20,2048,2078
10,14,2071,2082
9,14,2079,2122
13,12,2096,2114
3,14,2097,2131
2,4,2104,2160
4,19,2109,2123
3,19,2120,2124
9,17,2142,2239
17,33,2144,2170
16,8,2146,2291
5,17,2155,2202
8,2,2160,2181
6,8,2161,2202
6,8,2161,2170
4,17,2171,2180
4,17,2179,2204
6,8,2179,2192
0,10,2180,2181
5,17,2186,2195
4,17,2188,2197
5,17,2189,2261
5,17,2193,2207
11,8,2193,2207
2,15,2194,2217
9,8,2196,2227
4,17,2196,2208
4,17,2197,2224
10,18,2198,2240
13,25,2202,2208
9,18,2207,2225
3,8,2208,2268
7,8,2214,2227
5,8,2222,2293
4,17,2232,2260
11,8,2238,2334
15,8,2242,2264
2,27,2243,2245
3,8,2246,2248
11,8,2248,2262
8,8,2249,2318
6,8,2253,2271
3,8,2255,2261
6,30,2265,2330
15,8,2274,2354
5,8,2275,2276
17,7,2280,2351
15,8,2283,2306
3,8,2286,2302
9,8,2294,2298
18,22,2297,2314
9,7,2297,2298
16,22,2298,2350
14,5,2298,2313
5,22,2298,2324
16,22,2307,2312
11,8,2322,2375
9,7,2324,2367
3,7,2328,2375
3,7,2329,2409
14,12,2334,2392
5,12,2341,2414
10,22,2342,2353
3,22,2342,2417
11,8,2343,2370
9,8,2343,2366
14,9,2345,2346
12,6,2354,2370
9,17,2356,2411
5,17,2363,2438
4,12,2371,2390
6,12,2379,2396
2,17,2392,2434
3,17,2401,2417
12,27,2420,2555
13,0,2437,2438
13,18,2454,2470
18,18,2457,2541
1,27,2462,2468
1,27,2463,2475
14,18,2465,2477
1,27,2469,2482
14,18,2473,2474
5,28,2485,2616
6,27,2487,2502
14,18,2491,2502
4,28,2491,2508
