alarm_id,device_id,start_timestamp,end_timestamp
4,17,13,17
14,2,132,158
5,0,290,325
7,18,308,422
13,16,335,349
10,16,336,345
6,16,344,345
5,8,348,353
12,8,350,406
4,8,359,372
0,15,361,364
4,8,377,405
2,14,408,416
3,12,432,433
2,18,445,467
12,6,500,515
9,11,582,586
10,5,615,689
6,5,630,634
8,20,642,650
0,5,658,658
5,11,668,677
4,11,672,677
9,5,683,684
0,5,685,689
13,4,704,718
14,13,798,805
12,3,858,893
2,17,933,933
1,9,1003,1010
12,3,1051,1052
3,18,1054,1166
14,14,1065,1075
3,15,1143,1231
14,2,1185,1257
11,1,1214,1225
9,2,1225,1240
0,15,1226,1231
0,15,1229,1231
9,5,1315,1338
4,5,1335,1338
2,0,1362,1376
3,15,1370,1414
0,15,1375,1408
3,15,1480,1489
13,12,1485,1596
10,12,1489,1550
6,12,1491,1506
14,13,1578,1589
10,12,1580,1583
9,13,1580,1589
10,12,1584,1596
12,20,1595,1603
7,10,1696,1726
8,3,1741,1742
13,4,1827,1845
10,4,1839,1845
0,11,1853,1915
3,3,1859,1865
5,0,1905,1911
9,7,1926,2030
7,10,1999,2027
9,1,2025,2049
12,17,2131,2261
4,17,2208,2245
3,9,2249,2266
5,13,2293,2350
13,4,2317,2366
6,4,2339,2366
5,4,2363,2366
11,5,2398,2411
3,16,2453,2502
10,4,2578,2654
0,9,2582,2637
3,7,2598,2599
14,18,2628,2699
6,4,2631,2654
6,4,2646,2649
9,18,2647,2650
4,18,2648,2650
2,13,2726,2731
2,12,2848,2911
7,19,2867,2900
8,10,2919,2970
1,15,2954,2972
10,8,2964,3070
1,8,2980,2991
9,8,2987,3035
1,8,2988,3070
1,8,2997,3001
1,20,3002,3121
0,20,3017,3018
9,19,3020,3063
4,19,3022,3063
3,19,3027,3032
11,19,3027,3033
9,8,3032,3033
2,19,3052,3063
0,8,3061,3070
0,1,3191,3202
5,19,3262,3276
0,6,3284,3322
0,7,3312,3317
5,10,3384,3407
4,10,3405,3407
3,20,3408,3413
2,12,3431,3462
9,8,3510,3522
3,10,3534,3543
1,18,3559,3576
7,0,3575,3647
5,0,3606,3645
5,0,3641,3647
11,5,3672,3688
5,5,3678,3688
6,5,3684,3688
7,0,3737,3768
7,15,3815,3820
2,13,3840,3840
13,9,3862,3893
10,9,3873,3878
12,4,3911,3932
3,2,3967,3996
0,2,3976,3996
0,2,3992,3996
7,16,4026,4030
7,18,4040,4045
5,18,4043,4045
2,18,4044,4057
5,15,4093,4168
0,13,4113,4155
11,2,4140,4167
3,3,4199,4243
7,18,4206,4211
0,3,4236,4243
14,1,4261,4301
12,17,4303,4304
2,14,4409,4410
8,19,4482,4515
8,0,4579,4610
11,2,4603,4613
6,2,4606,4609
6,16,4635,4716
7,16,4774,4786
5,16,4793,4822
4,16,4814,4814
3,15,4818,4850
0,15,4835,4840
4,19,4839,4841
1,11,4865,4871
5,19,4939,4947
12,3,4979,4984
5,2,4986,4998
9,7,5058,5092
11,5,5183,5185
12,10,5269,5283
13,19,5370,5453
4,12,5408,5415
10,19,5431,5453
5,19,5443,5450
14,10,5478,5490
3,15,5483,5509
3,7,5507,5511
0,7,5508,5511
10,7,5551,5558
8,13,5553,5557
6,14,5589,5623
5,20,5638,5668
14,15,5652,5656
11,19,5686,5737
9,19,5691,5720
3,17,5696,5709
5,19,5704,5723
8,14,5716,5770
1,17,5761,5808
8,7,6002,6009
12,4,6004,6009
2,3,6154,6155
9,3,6154,6155
14,14,6196,6209
9,14,6202,6209
5,18,6248,6269
2,3,6353,6369
14,0,6368,6426
6,8,6368,6369
9,0,6387,6415
9,0,6416,6426
11,0,6416,6426
11,19,6423,6464
5,19,6433,6443
6,19,6462,6464
8,4,6468,6481
4,15,6523,6555
9,0,6566,6580
10,11,6639,6642
6,19,6651,6685
13,15,6681,6684
11,11,6685,6703
13,6,6746,6748
3,15,6748,6750
14,15,6756,6758
9,9,6774,6776
3,14,6790,6810
2,7,6862,6866
11,10,6896,6899
3,8,6981,6991
0,8,6983,6991
8,20,7033,7120
0,9,7049,7080
8,12,7055,7105
14,2,7098,7114
4,5,7100,7158
3,3,7163,7175
0,7,7191,7217
1,1,7220,7229
0,3,7233,7261
5,15,7236,7286
9,1,7239,7329
5,16,7265,7355
2,1,7280,7290
4,1,7291,7308
14,17,7296,7297
9,20,7341,7353
4,16,7350,7355
8,0,7412,7459
3,20,7465,7502
0,20,7484,7493
8,10,7554,7597
11,4,7589,7609
6,4,7601,7609
12,13,7615,7616
1,3,7675,7691
1,19,7678,7788
0,19,7708,7738
0,0,7708,7721
11,20,7781,7795
9,3,7782,7822
6,20,7782,7785
0,19,7793,7814
2,3,7808,7810
9,17,7814,7833
6,7,7855,7864
12,3,7871,7903
5,6,7913,7928
13,6,8064,8073
10,6,8067,8073
10,6,8069,8073
12,0,8102,8105
2,6,8111,8134
7,13,8297,8327
12,19,8401,8438
3,20,8425,8485
0,20,8446,8477
0,20,8454,8484
2,10,8463,8473
0,20,8483,8485
12,1,8508,8530
1,15,8518,8522
8,16,8526,8541
9,3,8542,8566
4,3,8545,8552
4,3,8556,8566
7,7,8583,8630
5,7,8619,8630
4,7,8622,8627
11,18,8730,8782
9,18,8749,8756
7,18,8758,8772
1,9,8762,8768
7,18,8766,8780
5,2,8792,8799
4,2,8794,8799
4,2,8794,8799
3,19,8953,8978
7,19,8964,9037
10,13,8984,8991
5,19,9004,9024
7,18,9045,9083
1,7,9180,9184
12,8,9239,9261
4,5,9311,9321
14,12,9339,9350
9,12,9346,9350
9,9,9358,9426
14,12,9374,9414
11,12,9386,9411
4,9,9387,9387
9,12,9389,9411
2,9,9392,9417
2,9,9401,9426
9,12,9406,9411
1,9,9413,9426
4,9,9424,9424
13,16,9442,9460
6,16,9445,9455
10,16,9452,9460
8,7,9474,9506
14,12,9539,9562
14,6,9541,9556
9,20,9549,9602
14,6,9817,9819
7,18,9884,9915
5,18,9895,9915
7,7,9904,9909
14,9,9924,9940
10,3,9945,9972
4,19,9945,10038
12,10,9956,9962
0,3,9960,9972
11,8,9988,9989
3,19,10006,10010
9,20,10027,10082
2,20,10065,10066
5,13,10099,10145
9,6,10116,10126
8,0,10121,10144
4,13,10122,10124
5,11,10205,10223
2,7,10213,10290
1,7,10251,10279
1,7,10280,10290
13,7,10298,10331
10,7,10315,10331
5,7,10323,10331
6,7,10323,10331
13,16,10346,10397
7,18,10350,10356
5,16,10351,10397
5,16,10388,10397
4,16,10389,10397
1,7,10389,10417
0,7,10393,10394
5,8,10414,10429
5,6,10617,10633
0,1,10619,10628
12,3,10775,10787
14,10,10776,10788
9,10,10787,10788
8,3,10795,10823
2,3,10855,10862
9,6,10879,10881
6,15,10981,11001
12,3,10982,11120
4,3,10992,11012
3,3,11008,11012
6,6,11023,11029
0,13,11040,11227
7,20,11079,11079
4,3,11085,11096
4,3,11089,11106
4,3,11096,11103
1,14,11133,11217
0,14,11173,11176
0,14,11190,11191
0,14,11214,11217
7,1,11215,11232
8,9,11300,11335
6,16,11380,11423
8,20,11460,11502
8,8,11521,11628
5,17,11543,11608
8,12,11553,11599
13,10,11584,11586
1,5,11591,11674
2,14,11597,11639
1,14,11603,11612
0,14,11604,11612
1,14,11605,11639
2,7,11608,11630
1,7,11624,11630
0,17,11632,11637
7,18,11659,11686
6,17,11713,11722
14,13,11770,11801
0,14,11775,11795
9,13,11788,11790
9,13,11799,11801
9,15,11859,11872
7,4,11868,11933
6,14,11880,11942
11,6,11889,11908
14,12,11905,11905
5,4,11906,11921
9,9,11923,11945
11,17,11926,11974
7,17,11943,11974
8,18,11950,11981
9,17,11955,11974
6,17,11966,11966
3,2,12090,12137
0,2,12091,12103
4,20,12135,12178
12,6,12154,12165
4,6,12160,12165
14,17,12162,12276
9,9,12209,12219
13,0,12256,12282
9,17,12271,12272
14,11,12279,12344
2,12,12284,12365
9,11,12284,12302
3,11,12299,12302
4,11,12299,12302
3,11,12300,12302
10,19,12301,12319
9,11,12315,12344
9,11,12315,12327
1,18,12324,12327
11,0,12331,12339
4,15,12332,12333
11,5,12348,12352
1,12,12358,12365
11,16,12460,12461
4,3,12467,12489
14,5,12570,12579
2,5,12594,12614
1,5,12613,12614
4,15,12622,12634
10,2,12721,12734
1,2,12726,12734
9,2,12733,12734
10,4,12774,12813
9,8,12780,12838
6,4,12800,12813
12,6,12820,12849
7,1,12823,12855
2,8,12825,12828
2,9,12851,12865
1,8,12868,12891
13,20,12881,13000
14,6,12887,12890
6,20,12906,12907
6,9,12908,12934
10,2,12944,13003
6,20,12974,13000
9,18,13015,13016
9,19,13019,13020
2,3,13021,13043
0,9,13050,13053
6,13,13052,13088
2,9,13055,13057
14,3,13088,13100
3,9,13211,13234
5,17,13240,13249
9,19,13285,13360
6,7,13308,13315
0,17,13322,13323
4,19,13359,13360
11,14,13372,13384
7,14,13376,13384
5,14,13381,13384
11,0,13392,13415
11,10,13409,13411
4,9,13459,13485
1,1,13460,13476
0,9,13465,13553
6,2,13474,13478
0,1,13474,13476
7,9,13496,13504
9,7,13520,13561
5,12,13543,13574
2,7,13544,13561
0,5,13582,13616
1,7,13669,13718
7,5,13675,13681
0,7,13701,13718
4,1,13720,13733
3,20,13813,13823
11,2,13837,13857
6,11,13904,13916
5,7,13905,13919
10,14,13973,14031
6,14,13979,14031
4,15,14002,14012
9,14,14013,14021
1,14,14023,14031
0,14,14027,14028
9,18,14135,14149
3,12,14135,14150
14,0,14366,14385
6,0,14372,14385
11,0,14372,14385
7,0,14380,14385
7,12,14406,14407
2,7,14453,14500
1,7,14477,14499
1,13,14485,14516
0,14,14516,14522
13,8,14621,14623
6,17,14775,14791
7,9,14790,14801
12,3,14863,14865
11,2,14887,14952
7,19,14889,14943
5,2,14890,14911
0,5,14945,14960
6,2,14950,14952
2,16,14953,15024
9,3,14955,14980
2,0,15010,15032
5,0,15061,15100
9,10,15062,15063
0,20,15081,15129
4,0,15094,15100
12,2,15151,15253
3,7,15163,15164
4,2,15217,15224
12,12,15233,15238
9,13,15239,15276
2,13,15262,15276
5,3,15273,15286
8,20,15300,15336
5,5,15349,15349
1,10,15361,15382
11,10,15375,15391
9,2,15462,15470
4,2,15467,15470
3,2,15468,15470
3,2,15468,15470
1,9,15488,15501
8,11,15539,15545
11,11,15609,15636
14,18,15611,15630
7,11,15627,15636
1,1,15638,15638
10,11,15641,15767
7,15,15650,15671
1,11,15651,15718
0,11,15658,15660
1,11,15660,15670
9,11,15668,15677
5,15,15670,15671
4,11,15671,15677
1,11,15671,15741
1,11,15677,15688
6,11,15706,15758
0,11,15706,15709
1,11,15708,15739
0,1,15712,15752
0,11,15726,15727
0,11,15736,15742
2,6,15758,15758
12,6,15763,15770
2,0,15763,15778
13,3,15860,15916
2,19,15886,15933
2,17,15953,15973
8,15,15965,15973
9,15,16073,16128
10,6,16078,16082
2,15,16118,16118
9,8,16362,16381
3,0,16402,16426
0,0,16420,16424
4,10,16424,16460
4,19,16516,16516
9,9,16614,16640
9,9,16776,16784
8,0,16808,16809
13,16,16892,16917
10,16,16906,16917
8,2,16911,16923
12,17,16955,16992
5,20,16978,17043
7,10,17002,17007
0,20,17041,17066
6,16,17061,17090
7,2,17062,17088
4,6,17072,17079
0,18,17097,17154
7,17,17168,17183
8,17,17170,17235
7,6,17309,17322
0,20,17334,17377
14,13,17344,17370
5,19,17358,17416
6,3,17366,17400
1,0,17370,17448
12,5,17377,17423
4,19,17386,17395
10,4,17387,17469
1,4,17443,17469
0,4,17447,17456
1,4,17454,17469
0,4,17456,17469
5,5,17458,17466
13,9,17458,17488
5,9,17463,17476
4,5,17464,17466
4,9,17470,17476
6,1,17491,17509
4,0,17542,17583
1,15,17550,17551
6,6,17554,17556
8,16,17588,17612
7,7,17646,17666
5,7,17648,17659
0,0,17704,17732
13,18,17739,17784
14,1,17771,17824
6,18,17771,17784
9,1,17801,17809
0,11,17841,17842
3,1,17918,17988
0,1,17960,17988
7,12,18027,18083
13,13,18034,18069
6,13,18037,18037
7,1,18069,18157
14,7,18119,18137
5,1,18131,18157
7,6,18145,18160
5,1,18145,18157
5,1,18148,18157
10,18,18154,18189
1,18,18157,18189
0,18,18159,18185
6,18,18163,18189
1,18,18164,18189
6,18,18184,18189
13,8,18222,18235
5,8,18228,18235
0,16,18245,18275
0,5,18247,18262
6,8,18303,18369
5,16,18497,18529
4,16,18515,18520
6,11,18629,18668
5,11,18670,18681
10,7,18734,18751
6,7,18740,18751
12,19,18745,18789
0,7,18750,18751
9,9,18811,18849
2,9,18818,18831
1,9,18820,18831
0,9,18824,18831
9,5,18825,18872
4,9,18834,18849
3,9,18842,18849
0,20,18931,18938
11,10,18958,19021
9,10,18987,18993
6,10,19005,19019
5,10,19009,19021
6,10,19011,19021
2,6,19114,19150
5,2,19143,19155
0,2,19153,19159
6,0,19264,19324
6,12,19274,19294
8,11,19310,19314
2,20,19362,19364
