alarm_id,device_id,start_timestamp,end_timestamp
6,3,2,67
0,17,9,21
12,25,13,163
17,26,13,16
22,26,16,23
19,5,24,83
24,5,24,28
1,5,45,59
5,13,47,77
9,18,51,82
9,5,57,62
17,5,58,62
1,5,59,70
16,24,69,75
1,8,116,116
16,29,134,139
15,4,199,213
7,3,217,223
6,16,234,238
24,11,247,255
7,5,249,265
18,3,262,365
8,3,284,313
2,3,292,293
8,3,300,309
2,3,307,334
1,3,307,311
1,3,314,325
1,3,332,355
2,2,334,399
20,15,338,364
22,29,344,385
14,15,355,380
7,15,362,385
7,15,363,408
23,10,366,395
8,4,368,368
0,17,370,439
5,15,371,416
9,10,378,543
11,29,379,441
0,15,380,381
11,29,382,394
3,29,382,462
11,21,386,525
0,21,396,397
21,24,398,466
0,15,402,462
3,29,402,410
15,24,405,456
7,28,407,417
3,29,409,436
3,2,421,425
7,7,421,472
20,26,451,465
15,24,454,494
9,26,464,520
10,10,470,631
5,14,471,471
7,28,480,530
4,24,491,493
22,13,542,562
19,27,542,597
21,3,557,667
9,27,561,612
15,3,567,571
9,27,575,582
15,3,576,595
17,17,577,579
17,27,578,582
21,8,580,663
13,3,582,732
1,27,584,588
15,8,590,598
4,8,592,599
1,8,599,611
0,3,600,603
0,3,601,603
0,3,605,614
0,3,611,618
1,8,625,628
4,16,630,633
15,3,630,640
13,3,636,667
24,28,646,691
13,3,650,827
13,8,656,757
15,8,659,695
25,6,691,702
9,2,691,696
0,27,699,779
1,19,706,715
8,29,708,749
2,29,728,766
13,21,753,775
3,22,785,831
16,10,835,837
23,28,841,956
13,15,844,907
11,11,859,937
23,15,865,941
18,28,874,883
14,9,878,914
13,2,882,951
22,11,894,924
22,8,902,939
3,11,921,921
4,21,921,929
3,25,927,928
22,12,940,949
18,28,947,1126
12,23,948,951
6,20,956,968
8,28,960,970
21,4,967,1017
7,1,970,1033
1,23,988,1016
15,4,989,1009
13,4,990,1295
15,4,997,1022
9,17,1001,1116
13,4,1014,1017
15,4,1015,1042
13,12,1034,1081
24,16,1059,1059
21,14,1062,1091
13,14,1066,1123
1,14,1078,1088
13,10,1081,1135
8,28,1089,1097
1,14,1090,1128
6,20,1099,1105
23,27,1101,1168
22,15,1101,1102
8,28,1104,1137
24,22,1107,1138
14,23,1117,1118
20,0,1124,1206
14,0,1125,1137
8,15,1136,1145
23,11,1170,1306
13,16,1171,1193
17,7,1173,1175
7,1,1210,1231
23,20,1244,1299
22,3,1260,1275
14,23,1274,1291
3,7,1275,1297
13,7,1278,1350
18,11,1288,1352
5,23,1290,1293
22,10,1336,1380
23,12,1339,1374
0,27,1345,1380
24,4,1374,1382
1,10,1380,1394
9,10,1380,1464
21,6,1400,1405
0,11,1418,1467
21,11,1418,1421
5,7,1447,1465
12,11,1472,1474
13,26,1511,1522
6,21,1520,1527
20,19,1522,1527
25,27,1525,1559
23,25,1538,1566
18,27,1543,1561
20,27,1545,1615
18,25,1546,1592
9,27,1546,1608
6,27,1546,1617
20,27,1552,1578
9,24,1554,1584
8,27,1561,1591
9,3,1563,1568
6,27,1567,1580
0,0,1573,1614
9,27,1576,1678
14,27,1579,1585
16,6,1584,1587
0,25,1585,1602
9,27,1602,1653
3,15,1609,1749
15,29,1717,1724
19,4,1722,1737
23,7,1741,1799
18,7,1747,1770
11,20,1766,1774
5,5,1773,1774
11,15,1780,1850
3,15,1789,1950
24,8,1823,1837
3,15,1823,1844
11,0,1826,1846
19,8,1828,1901
9,20,1839,1869
14,14,1839,1847
3,15,1843,1863
25,26,1843,1847
0,19,1851,1862
13,23,1856,1862
15,7,1863,1889
17,8,1863,1868
23,16,1869,1895
14,25,1873,1890
1,8,1873,1891
17,8,1878,1904
17,8,1881,1907
17,8,1896,1902
16,19,1901,1903
17,8,1901,1921
13,17,1928,2096
19,1,1968,1981
24,0,1971,1974
1,5,2004,2020
8,25,2028,2064
17,0,2057,2061
8,9,2059,2066
6,19,2073,2092
11,28,2104,2161
25,18,2136,2171
3,28,2150,2169
17,18,2168,2204
3,9,2173,2193
3,3,2190,2199
12,25,2191,2303
22,10,2207,2210
5,29,2234,2237
20,13,2240,2259
16,3,2351,2357
21,29,2351,2378
8,9,2353,2382
7,1,2376,2422
16,23,2395,2398
4,0,2402,2414
13,26,2458,2465
17,10,2472,2479
19,23,2496,2506
5,17,2505,2506
5,9,2565,2624
4,24,2583,2583
17,12,2586,2588
17,13,2588,2612
0,10,2601,2621
15,14,2626,2636
5,17,2656,2736
3,24,2675,2682
0,17,2692,2814
12,17,2693,2735
0,17,2703,2705
24,29,2703,2715
20,21,2718,2761
22,25,2724,2800
14,21,2728,2769
2,17,2728,2863
6,21,2742,2751
11,11,2751,2888
9,25,2755,2763
7,21,2756,2791
1,24,2774,2798
21,8,2784,2972
3,11,2791,2804
3,11,2792,2832
3,11,2796,2836
1,17,2797,2823
15,8,2806,2847
14,14,2823,2823
0,8,2827,2855
4,29,2837,2848
1,8,2846,2851
4,8,2847,2870
15,8,2853,2888
2,26,2856,2909
1,26,2871,2871
22,21,2873,2954
1,8,2878,2879
3,11,2880,2882
13,8,2882,2889
2,16,2883,2927
1,8,2884,2889
8,6,2888,2920
15,8,2897,2944
3,13,2899,2921
1,16,2899,2911
1,16,2903,2929
1,26,2907,2941
1,26,2907,2927
1,26,2907,2923
15,8,2918,2939
4,8,2919,2973
1,8,2920,2951
15,8,2929,2936
0,8,2951,2956
0,8,2952,2987
19,5,3015,3023
