alarm_id,device_id,start_timestamp,end_timestamp
3,32,9,4354
6,44,38,724
10,47,49,1924
4,25,76,6624
4,44,82,1770
6,37,86,5766
6,41,90,10574
7,29,128,582
5,20,149,2295
3,18,154,16308
3,47,154,1036
0,47,157,4268
2,46,173,2253
5,29,174,23980
0,42,174,6324
7,8,182,253
1,25,185,9285
3,29,186,5156
3,13,197,1530
6,47,197,574
2,35,198,1340
0,20,207,2982
0,46,209,3144
3,46,224,4474
0,29,224,2795
5,42,228,5400
3,8,237,8169
10,36,240,1846
0,7,268,2531
4,30,280,4645
4,42,294,857
1,42,297,4794
0,35,307,1842
4,45,308,1665
1,44,310,5224
4,20,320,805
4,47,324,600
0,36,324,12902
4,7,335,997
1,45,342,925
1,20,345,1718
4,37,348,573
1,7,351,4195
8,23,368,8242
1,47,384,1761
1,30,385,1971
8,12,400,5007
1,37,411,3259
0,42,412,3903
7,49,416,3220
3,49,421,2183
4,29,435,5488
6,21,438,1973
5,49,439,1084
6,36,441,677
5,48,446,1212
4,36,459,3334
0,49,463,2683
9,3,468,7652
1,3,474,573
3,29,477,1363
0,19,486,691
3,36,492,2483
2,2,500,2691
4,49,505,4503
4,41,510,2106
4,27,514,1060
2,26,515,5381
1,49,523,3708
1,36,524,3120
1,41,533,3455
0,26,542,2796
3,36,549,5422
1,27,558,3297
5,8,578,1664
4,48,580,1433
1,29,581,1398
1,48,597,4101
7,9,615,3028
9,10,618,9932
4,36,639,664
10,17,643,7163
2,36,645,4003
10,40,647,3674
0,17,659,3232
3,9,660,1882
1,36,660,747
4,21,662,7018
3,17,666,1803
1,21,668,1893
0,48,671,2867
6,40,703,10588
10,44,720,10158
2,45,724,5177
3,40,730,2228
1,33,738,5379
10,14,740,4799
9,9,745,4540
3,14,748,1384
1,9,767,2403
6,34,770,1637
0,0,773,3194
6,44,778,4005
4,8,786,8684
0,40,803,8010
0,44,808,3221
3,12,813,6432
1,8,820,7636
0,14,824,1086
1,10,825,9434
0,45,829,3661
8,1,832,6003
4,40,834,1197
0,36,837,3098
6,14,844,1414
8,36,861,1795
6,10,863,7759
4,44,870,3858
3,26,873,3862
1,40,873,5626
4,10,883,6068
8,9,890,3709
4,34,895,1650
9,20,897,1165
1,20,899,6888
1,10,899,6231
7,0,903,967
0,8,904,7258
1,44,930,3863
0,26,930,2539
4,14,964,1754
4,9,1000,3312
5,9,1000,3276
10,34,1007,5365
3,34,1025,5555
2,12,1031,9737
1,34,1032,2327
1,9,1037,6299
6,17,1047,6381
10,26,1052,1367
0,9,1068,6093
0,26,1089,4992
5,9,1091,2958
0,34,1096,2012
3,44,1096,2625
0,3,1097,1438
4,9,1098,5756
1,9,1112,4574
0,9,1116,2756
5,36,1135,2060
0,2,1156,3524
3,26,1170,3196
1,14,1188,1845
2,22,1191,1480
2,21,1193,3567
6,34,1195,7250
9,21,1195,3714
0,22,1206,2807
0,36,1214,2599
6,26,1230,1895
6,20,1233,1547
6,43,1242,8046
4,20,1247,3123
1,21,1249,4465
10,31,1282,2107
9,17,1283,4178
0,49,1284,2843
1,17,1292,5639
4,34,1302,4047
9,28,1303,2554
4,26,1304,7061
0,46,1313,3294
1,34,1328,1780
0,31,1329,4218
1,20,1332,3284
4,6,1333,3401
6,31,1339,3083
1,6,1343,4111
9,35,1352,2176
4,10,1354,1883
4,43,1357,4196
8,27,1361,4433
1,28,1365,3906
4,17,1368,2589
4,41,1370,2050
1,10,1375,5121
0,12,1382,4839
1,41,1383,3551
1,17,1384,6029
7,28,1385,1982
1,41,1387,1892
1,45,1390,2516
1,43,1408,3908
1,35,1416,6083
4,36,1433,12285
6,23,1448,7461
3,28,1454,1793
1,38,1469,11205
8,48,1496,2627
1,36,1497,10945
1,26,1506,6511
9,11,1509,1720
5,29,1515,11155
0,21,1515,4736
4,29,1516,2815
0,47,1531,4279
7,18,1539,2662
0,25,1541,4332
0,29,1554,11554
5,18,1557,14987
0,18,1580,1757
8,33,1584,18449
7,16,1586,2986
1,29,1587,11354
3,18,1603,2938
3,31,1607,6965
4,46,1622,12455
3,0,1624,2243
4,24,1630,2283
9,16,1630,1932
6,11,1637,3030
3,16,1639,5458
5,38,1645,1953
9,14,1658,7242
4,23,1659,1973
1,23,1665,4308
0,38,1671,6349
1,24,1697,3277
5,16,1702,6399
10,1,1725,7546
0,16,1731,3401
3,1,1747,4112
4,31,1752,3416
1,14,1777,6144
1,16,1778,3524
0,38,1781,3610
9,33,1782,2978
4,21,1790,3020
1,46,1793,7513
5,12,1812,2034
0,12,1839,2155
1,31,1845,3074
4,18,1846,7072
2,28,1849,6999
1,33,1850,2093
1,21,1863,5900
6,2,1911,6306
9,6,1911,3790
0,1,1918,11680
4,12,1948,2452
1,12,1953,6898
4,2,1963,10400
0,28,1979,5732
1,2,1991,11484
1,6,1991,6013
2,27,1993,5218
10,4,1997,2888
4,37,1997,2455
6,4,2002,2332
5,35,2012,3919
10,29,2017,3822
6,1,2026,5378
4,1,2067,4501
0,29,2067,11412
1,1,2072,7037
5,11,2074,7949
5,16,2077,7626
4,11,2079,5286
1,37,2092,3123
3,4,2096,4742
6,29,2107,2887
2,16,2108,17295
0,27,2115,3424
0,41,2128,2685
1,1,2132,4231
1,18,2133,2963
3,29,2139,2990
4,16,2143,2222
4,29,2145,5545
1,29,2146,3404
0,4,2148,3108
8,8,2160,4930
10,6,2161,3463
0,16,2162,3456
7,43,2169,5588
7,33,2170,3581
0,16,2179,6668
1,11,2181,26890
5,39,2184,5588
5,33,2199,11805
4,11,2201,2783
1,16,2204,4448
6,6,2209,4602
5,43,2211,2714
0,35,2211,4387
10,48,2226,3767
0,39,2226,4119
4,43,2229,7938
6,0,2232,12558
3,6,2237,2430
3,48,2238,7040
3,33,2241,2889
1,11,2242,2814
1,43,2245,2246
2,43,2264,2579
6,48,2297,7236
0,6,2300,3072
4,0,2306,3214
0,2,2312,5512
6,5,2314,2763
0,43,2325,2712
1,0,2333,6803
0,48,2336,4957
3,5,2341,4784
5,10,2351,5022
0,10,2359,6842
10,2,2377,3346
7,4,2378,8648
0,11,2381,4470
4,5,2388,10491
0,2,2392,2583
4,6,2396,3931
6,2,2400,3675
6,32,2416,3150
6,48,2417,9045
3,2,2422,7949
5,4,2437,5009
4,10,2438,4711
0,43,2446,4064
0,4,2447,3223
