alarm_id,device_id,start_timestamp,end_timestamp
5,6,8,81
4,6,61,81
9,17,77,132
8,15,126,153
14,11,146,251
16,19,161,174
5,0,172,176
8,18,189,255
6,4,222,234
16,18,337,348
12,18,374,380
13,18,386,389
8,13,446,520
8,18,571,592
2,8,582,593
15,18,627,635
4,7,662,678
5,9,693,740
4,9,725,740
5,14,738,753
9,15,756,780
4,15,759,780
4,15,762,780
13,5,784,802
10,5,788,802
7,17,898,913
9,7,924,959
4,7,933,959
14,12,952,1001
4,7,953,959
3,0,985,990
0,2,1059,1137
6,14,1060,1064
11,6,1137,1180
4,15,1156,1161
6,19,1215,1246
3,0,1239,1257
3,17,1243,1270
3,17,1252,1254
11,22,1252,1271
15,12,1295,1307
8,3,1309,1383
10,2,1424,1455
3,4,1469,1480
3,12,1628,1643
8,12,1630,1679
4,12,1669,1679
4,0,1697,1761
4,18,1703,1714
4,21,1808,1817
17,5,1990,2011
12,1,2002,2015
0,1,2011,2014
1,4,2023,2028
12,12,2068,2080
5,12,2071,2080
14,18,2076,2123
5,13,2101,2120
14,10,2142,2145
14,10,2247,2253
16,12,2266,2301
9,22,2270,2278
14,5,2327,2340
15,13,2338,2338
8,9,2348,2465
8,9,2371,2393
9,17,2465,2503
7,22,2479,2484
4,17,2489,2503
0,11,2500,2504
16,18,2520,2531
5,8,2527,2546
7,15,2585,2619
6,1,2615,2671
3,6,2641,2663
16,18,2722,2800
11,2,2793,2854
5,1,2825,2932
2,2,2833,2854
5,18,2839,2841
4,1,2848,2851
5,2,2851,2854
4,1,2873,2924
3,12,2874,2990
8,5,2894,2962
4,1,2915,2932
8,8,2927,3038
10,9,2961,2970
4,8,2966,2980
5,8,2968,2987
9,3,3015,3046
3,15,3047,3078
3,0,3118,3128
16,4,3171,3194
17,0,3190,3290
5,22,3194,3204
14,17,3206,3223
4,0,3209,3219
14,0,3209,3260
14,0,3238,3290
5,0,3258,3298
3,21,3277,3318
3,0,3283,3290
11,0,3284,3290
0,4,3314,3328
3,16,3319,3428
15,16,3336,3360
3,21,3380,3392
3,16,3384,3455
11,20,3396,3397
16,12,3397,3468
15,18,3416,3419
11,0,3451,3452
13,5,3463,3468
10,10,3509,3564
3,16,3572,3581
3,6,3631,3661
4,8,3637,3788
15,21,3696,3705
5,17,3750,3876
2,5,3785,3792
13,18,3837,3839
4,17,3846,3859
11,10,3951,3959
0,13,3957,3961
5,0,3969,4029
14,13,4020,4081
6,10,4033,4094
10,18,4072,4076
16,16,4118,4147
6,18,4195,4222
0,16,4228,4269
1,18,4230,4235
5,5,4235,4249
6,22,4279,4323
0,2,4303,4338
10,3,4356,4385
3,9,4407,4421
10,7,4435,4452
8,10,4441,4733
2,10,4469,4478
10,2,4478,4496
16,18,4519,4543
2,22,4589,4591
16,9,4607,4616
15,17,4610,4617
3,21,4624,4641
4,10,4628,4711
12,6,4643,4656
5,6,4644,4644
5,6,4646,4656
4,6,4652,4656
3,3,4659,4663
6,11,4659,4662
5,0,4704,4719
6,12,4722,4779
8,20,4740,4811
16,4,4878,4900
8,20,4920,4922
6,1,4933,4955
13,18,4954,4988
1,20,4973,5011
0,17,5031,5051
16,18,5040,5052
11,19,5071,5083
14,10,5107,5196
6,10,5120,5128
2,2,5252,5258
2,5,5254,5299
11,12,5296,5332
1,21,5302,5309
16,18,5349,5370
2,19,5358,5420
6,22,5409,5422
16,1,5429,5479
4,17,5458,5596
8,10,5569,5604
14,12,5627,5696
5,19,5665,5739
8,14,5682,5696
4,19,5701,5714
4,8,5711,5739
7,17,5721,5749
3,17,5746,5755
3,20,5806,5819
15,8,5832,5855
15,22,5833,5845
7,22,5834,5841
7,22,5845,5876
15,17,5920,5929
17,4,5940,6210
11,4,5942,5949
6,3,5953,5960
14,8,5981,6016
3,4,6010,6054
0,12,6013,6017
11,17,6018,6024
3,5,6043,6055
4,4,6065,6083
13,20,6065,6071
14,4,6078,6141
4,4,6081,6110
4,4,6082,6096
15,14,6113,6127
14,14,6123,6127
3,4,6129,6183
4,4,6130,6183
14,4,6161,6171
11,4,6161,6210
14,4,6163,6164
14,4,6174,6210
4,4,6183,6210
4,4,6188,6210
11,4,6198,6210
15,5,6205,6210
8,21,6259,6334
1,18,6273,6276
3,12,6324,6333
3,19,6343,6363
3,6,6387,6432
14,13,6424,6466
10,21,6451,6457
13,18,6507,6511
10,18,6509,6511
13,6,6543,6578
10,6,6553,6578
12,18,6565,6591
0,18,6577,6711
13,11,6594,6603
9,15,6634,6895
10,14,6645,6663
4,15,6717,6727
6,17,6718,6726
4,4,6721,6729
17,4,6721,6729
9,13,6752,6922
4,13,6775,6833
4,15,6799,6880
4,15,6821,6874
4,15,6821,6850
4,13,6823,6877
0,7,6826,6827
15,2,6832,6845
4,13,6837,6922
4,13,6841,6922
2,14,6856,6912
8,15,6881,6883
11,3,6883,6887
9,3,6884,6887
4,13,6886,6922
14,2,6891,6955
7,3,6925,6957
14,18,6989,7044
3,16,7052,7059
8,2,7094,7334
14,15,7156,7165
7,14,7184,7194
6,13,7231,7674
9,2,7250,7263
4,2,7254,7261
8,6,7266,7447
15,4,7298,7305
4,2,7313,7334
10,0,7364,7385
8,21,7462,7490
4,21,7468,7480
15,12,7484,7486
17,17,7484,7583
4,21,7489,7490
4,17,7495,7583
4,17,7541,7583
5,1,7590,7610
4,1,7591,7604
4,1,7600,7610
7,21,7686,7690
7,15,7773,7779
11,15,7832,7872
9,15,7838,7872
6,15,7870,7885
9,15,7870,7872
2,15,7871,7872
2,0,7921,7939
8,18,7930,7969
10,18,7944,7954
6,18,7950,7954
12,10,7976,8131
0,10,7994,8001
17,11,8050,8109
0,10,8072,8074
15,14,8074,8097
4,11,8080,8100
4,11,8084,8109
14,14,8101,8151
14,11,8106,8109
0,10,8111,8115
17,7,8116,8121
5,10,8127,8131
1,10,8142,8149
0,4,8159,8171
2,8,8195,8208
7,12,8402,8469
11,4,8414,8453
