alarm_id,device_id,start_timestamp,end_timestamp
1,15,2,68
10,15,65,85
3,23,75,85
2,7,83,156
2,3,140,151
1,34,143,151
1,25,166,174
5,35,202,220
0,35,210,212
6,36,223,233
0,36,228,233
8,16,238,255
0,19,297,300
0,32,315,331
4,3,315,429
1,16,318,399
1,3,318,319
4,35,326,360
3,4,338,382
1,20,340,344
1,16,376,381
0,3,411,429
1,20,412,429
0,16,417,426
9,33,422,457
2,33,431,457
0,14,432,437
10,5,444,512
3,6,527,555
3,10,551,558
5,28,585,632
7,12,589,670
0,36,591,620
0,28,603,626
0,28,612,632
8,31,615,626
4,12,626,670
0,34,629,670
4,0,643,663
4,0,644,655
0,34,647,652
4,0,658,670
1,12,659,670
0,0,663,665
1,32,694,705
0,16,720,767
9,8,783,789
2,6,795,812
1,19,796,800
0,4,819,825
3,22,889,912
3,16,890,930
6,4,892,895
6,26,905,914
9,34,915,918
0,23,926,937
7,15,926,980
8,21,932,965
5,8,934,1037
2,23,936,972
0,1,938,945
0,8,958,972
4,23,960,964
4,15,960,980
0,15,961,964
0,15,966,980
0,23,968,977
2,29,971,996
0,1,988,998
1,22,1001,1031
0,1,1032,1037
3,6,1050,1065
5,36,1085,1089
6,16,1094,1140
9,35,1099,1108
4,32,1100,1116
2,27,1104,1108
1,19,1133,1136
9,0,1140,1183
2,0,1144,1145
0,0,1155,1183
3,26,1161,1181
3,0,1166,1168
3,0,1176,1183
0,0,1182,1183
3,23,1182,1184
8,29,1223,1225
0,20,1264,1268
9,3,1269,1316
3,34,1270,1274
0,18,1271,1283
3,32,1272,1307
8,20,1273,1316
8,16,1276,1316
0,16,1279,1284
0,34,1280,1316
8,32,1281,1290
0,34,1286,1314
2,20,1287,1291
8,34,1303,1316
0,20,1315,1316
9,15,1394,1394
9,1,1480,1489
0,20,1486,1489
8,18,1487,1489
4,16,1548,1613
1,3,1558,1566
0,3,1572,1575
4,2,1627,1635
1,36,1631,1635
2,9,1687,1689
6,22,1708,1712
4,15,1783,1792
1,1,1789,1790
3,27,1844,1876
0,25,1860,1905
4,21,1860,1878
0,21,1863,1869
0,37,1897,1942
3,2,1901,1904
8,35,1937,1938
9,11,1937,1955
3,37,1939,1944
8,34,1940,1955
8,34,1941,1955
10,9,2025,2027
10,4,2035,2051
3,29,2052,2091
0,3,2119,2130
10,36,2141,2147
3,23,2164,2217
10,21,2166,2172
1,0,2199,2200
0,33,2211,2230
1,15,2276,2285
3,33,2282,2333
1,7,2307,2310
1,28,2334,2344
8,12,2439,2444
0,12,2441,2447
10,28,2452,2504
10,29,2468,2506
6,5,2479,2677
3,28,2484,2504
3,36,2493,2504
0,5,2498,2502
0,9,2518,2572
0,31,2522,2586
10,34,2557,2564
3,3,2561,2564
0,5,2564,2571
9,37,2590,2631
0,25,2593,2610
3,6,2605,2646
0,37,2615,2631
0,25,2619,2622
2,37,2621,2631
3,25,2621,2631
0,9,2626,2634
0,9,2654,2677
8,8,2678,2708
5,14,2717,2735
5,14,2809,2814
2,33,2812,2814
7,19,2850,2888
1,29,2896,2898
6,15,2904,2931
0,15,2907,2931
5,3,2910,2913
2,14,2922,2940
1,33,2934,2940
0,31,2943,2978
5,36,2952,2957
0,28,2953,2957
1,16,3019,3023
9,8,3054,3059
0,8,3055,3059
2,4,3085,3085
2,32,3108,3118
2,18,3110,3112
6,18,3119,3145
