alarm_id,device_id,start_timestamp,end_timestamp
9,5,10,477
2,5,57,5228
8,33,63,2672
14,32,80,4616
2,6,85,529
9,32,94,1842
1,15,94,1690
8,5,95,596
8,32,108,361
1,36,122,4143
4,32,135,1379
0,15,150,723
4,5,152,2246
1,6,156,1366
11,21,160,7343
0,36,162,2308
6,21,171,848
0,6,175,523
14,9,199,4801
8,1,213,2162
12,13,218,2498
10,5,225,3929
0,15,239,1119
7,6,246,3233
3,44,251,476
2,32,252,3719
5,33,252,13571
4,5,259,14316
8,21,261,2778
7,32,263,4862
12,9,266,1823
7,31,268,1933
2,9,271,4919
6,42,277,1796
9,4,283,1094
10,13,286,1172
4,4,286,2073
2,4,289,1619
1,42,297,316
5,9,300,800
2,33,306,3786
8,4,308,6240
1,21,309,1150
12,21,313,1232
8,5,319,2633
2,35,320,3641
3,5,321,5396
10,1,328,3074
12,26,339,10872
1,35,339,32328
13,15,341,2602
0,17,341,1325
10,9,342,1701
5,21,343,3464
3,1,344,5272
4,13,349,1183
2,21,352,408
2,33,352,2965
1,5,353,4627
5,15,358,4722
14,3,360,1134
1,21,362,3433
10,42,363,2074
7,3,366,2277
8,13,368,569
2,21,368,2183
8,42,371,877
2,15,371,1208
0,35,371,3546
9,9,371,1184
1,4,373,2325
2,15,379,14506
2,15,382,3156
3,28,386,2708
4,9,388,4891
2,13,389,1244
1,33,390,3751
8,21,393,2364
8,9,393,1616
8,9,398,16808
1,19,399,3289
2,9,399,4268
0,21,401,1995
9,7,401,1793
2,26,402,4141
10,26,403,4042
1,13,406,447
10,40,418,3861
3,40,422,5488
8,26,423,1980
9,39,427,4758
5,3,428,618
4,39,429,1821
2,7,431,1990
14,47,431,583
12,46,434,3394
10,49,434,3646
9,3,435,3482
4,9,438,3318
4,1,439,1088
1,15,444,2774
1,33,445,5952
3,3,448,4421
8,9,454,6365
2,3,456,2400
0,5,458,1123
2,46,460,2679
10,21,462,1577
9,38,463,663
3,9,464,3554
4,40,464,3667
6,21,465,4083
8,40,466,1869
4,49,467,2099
1,7,467,3262
5,47,468,3228
8,22,468,3350
4,38,470,1289
3,26,472,1747
3,21,472,6560
10,48,474,838
4,48,479,2517
4,3,479,1033
1,9,480,687
1,32,481,1681
3,49,486,2359
2,38,486,5662
3,13,487,2658
4,21,488,1238
0,4,496,3404
3,42,505,2558
8,7,505,910
4,42,509,3551
2,47,510,2761
8,25,510,2204
1,21,515,10375
0,9,516,4771
0,21,518,5883
1,47,519,4275
4,7,520,8839
8,38,520,1939
4,45,530,3127
7,12,538,3393
2,38,540,916
7,5,543,2103
2,39,546,8759
10,46,547,1537
3,48,553,8169
8,26,571,8009
10,21,573,10558
1,15,574,3337
8,48,575,1542
1,26,577,3500
0,26,581,4297
4,46,585,4876
14,16,587,614
8,39,595,3327
1,21,603,14891
1,3,607,7730
3,25,608,2576
8,13,608,2395
0,15,608,2458
9,13,609,1997
6,12,610,3143
10,0,613,2024
3,21,614,6803
7,9,620,2255
0,3,620,1393
0,21,625,16574
0,27,627,1117
3,46,630,672
8,46,630,12134
1,38,632,1111
0,15,635,2212
0,21,642,5350
5,32,644,11450
10,30,648,1029
12,29,649,2656
0,32,652,4223
1,39,652,3148
8,48,657,1567
8,29,657,3477
4,13,659,1505
10,29,660,3811
11,17,660,5673
8,17,661,2053
6,17,661,947
3,29,662,7469
3,30,662,4757
1,15,663,938
2,13,664,5391
4,30,667,19530
3,26,684,2584
8,21,688,1881
4,21,691,2809
3,0,692,4125
2,9,697,3918
1,17,705,6848
0,47,712,15923
0,39,714,13542
0,19,719,3212
1,12,720,8764
4,29,723,1031
0,12,728,13252
13,44,729,1171
1,46,734,4729
4,0,739,3473
8,49,744,995
2,29,745,3894
1,9,745,10424
0,7,747,2070
8,29,748,2242
2,44,752,1904
10,29,752,1197
8,30,754,3009
4,29,755,1766
3,29,759,3382
0,38,760,1920
9,34,762,1912
0,15,762,993
2,34,768,3477
3,32,784,2971
4,13,791,3383
8,17,792,2706
0,17,797,909
5,21,798,15077
8,8,801,3482
1,18,806,1807
14,36,816,3568
4,32,817,1110
1,34,821,5490
5,36,822,3297
13,35,824,5019
8,21,825,2027
2,21,826,7501
1,38,827,1315
0,9,829,4554
8,34,834,2439
8,49,850,1407
8,13,852,2766
1,44,860,2018
5,22,862,3139
4,34,870,3889
0,18,875,3442
2,22,882,1420
2,35,883,6668
1,29,902,2392
9,36,903,7024
1,21,903,1515
4,36,912,2032
8,3,913,4725
2,36,921,8223
5,40,923,1317
5,38,928,1114
1,36,933,2502
7,36,942,1019
2,1,943,1069
0,44,943,1147
0,33,948,2030
10,26,948,9981
2,38,955,5645
1,1,959,7711
2,32,960,2146
5,35,971,1325
14,8,986,6587
0,12,996,1774
0,34,999,13128
10,6,1013,1276
4,26,1015,9734
1,38,1016,1927
0,33,1018,1410
2,40,1025,5105
10,35,1026,4809
3,6,1028,2059
4,26,1030,2237
5,42,1030,4138
3,35,1040,2458
1,35,1041,2866
9,8,1041,3337
8,6,1041,4014
8,0,1044,2367
14,7,1057,1307
5,7,1059,20839
7,8,1068,8731
2,35,1082,2212
0,38,1082,1802
0,35,1083,11267
4,6,1083,2836
2,22,1086,1712
1,9,1090,1104
5,8,1092,1488
1,40,1098,3803
2,8,1101,1920
9,12,1102,1253
2,42,1103,3384
1,13,1103,4461
2,36,1115,1972
2,8,1116,1494
3,26,1119,8316
8,29,1126,3001
2,7,1129,2756
8,46,1132,4258
1,42,1143,2893
4,6,1188,1247
1,22,1190,3522
2,12,1196,8588
0,46,1196,10121
9,28,1200,5619
0,29,1200,2552
8,28,1203,5210
1,22,1216,4394
0,22,1224,1425
4,28,1225,8976
13,33,1230,3960
8,12,1235,14655
1,32,1241,3206
4,12,1246,2146
1,8,1247,2219
0,1,1253,3538
0,22,1256,10212
2,33,1257,1393
8,14,1263,3399
8,8,1270,3042
0,38,1276,2438
1,33,1279,8393
3,10,1280,4409
1,35,1285,1460
0,5,1285,1872
0,8,1286,3013
1,21,1292,4889
2,28,1296,1352
5,29,1296,3704
8,36,1301,3721
8,1,1301,5203
1,14,1304,1624
8,35,1305,5953
8,24,1309,5309
0,33,1311,1420
2,43,1318,1675
5,12,1318,1647
4,8,1337,2586
13,29,1341,3379
